n_sku,ds,y
1,2016-02-04,6559.26642
2,2016-02-04,37289.55002
3,2016-02-04,31807.87322
4,2016-02-04,1879.212928
5,2016-02-04,1133.466732
1,2016-02-05,6493.673756
2,2016-02-05,38035.34102
3,2016-02-05,30853.63702
4,2016-02-05,1954.381445
5,2016-02-05,1178.805401
1,2016-02-06,6623.547231
2,2016-02-06,36513.92738
3,2016-02-06,31779.24613
4,2016-02-06,1895.750002
5,2016-02-06,1225.957617
1,2016-02-07,6424.840814
2,2016-02-07,36879.06665
3,2016-02-07,32097.03859
4,2016-02-07,1819.920001
5,2016-02-07,1213.698041
1,2016-02-08,6232.09559
2,2016-02-08,35772.69465
3,2016-02-08,30813.15705
4,2016-02-08,1783.521601
5,2016-02-08,1262.245963
1,2016-02-09,6169.774634
2,2016-02-09,35414.9677
3,2016-02-09,29272.4992
4,2016-02-09,1765.686385
5,2016-02-09,1312.735801
1,2016-02-10,6416.565619
2,2016-02-10,35769.11738
3,2016-02-10,28979.7742
4,2016-02-10,1801.000113
5,2016-02-10,1299.608443
1,2016-02-11,6737.3939
2,2016-02-11,35411.42621
3,2016-02-11,28110.38098
4,2016-02-11,1837.020115
5,2016-02-11,1312.604528
1,2016-02-12,6872.141778
2,2016-02-12,34703.19768
3,2016-02-12,28672.5886
4,2016-02-12,1763.539311
5,2016-02-12,1338.856618
1,2016-02-13,6803.420361
2,2016-02-13,36091.32559
3,2016-02-13,28959.31448
4,2016-02-13,1781.174704
5,2016-02-13,1405.799449
1,2016-02-14,6667.351953
2,2016-02-14,36813.1521
3,2016-02-14,27800.9419
4,2016-02-14,1798.986451
5,2016-02-14,1419.857444
1,2016-02-15,6734.025473
2,2016-02-15,35340.62602
3,2016-02-15,26966.91365
4,2016-02-15,1870.945909
5,2016-02-15,1434.056018
1,2016-02-16,6868.705982
2,2016-02-16,36047.43854
3,2016-02-16,27506.25192
4,2016-02-16,1852.23645
5,2016-02-16,1491.418259
1,2016-02-17,7143.454222
2,2016-02-17,36768.38731
3,2016-02-17,27231.1894
4,2016-02-17,1759.624627
5,2016-02-17,1536.160807
1,2016-02-18,7214.888764
2,2016-02-18,35665.33569
3,2016-02-18,26958.87751
4,2016-02-18,1671.643396
5,2016-02-18,1551.522415
1,2016-02-19,6998.442101
2,2016-02-19,37448.60247
3,2016-02-19,28037.23261
4,2016-02-19,1705.076264
5,2016-02-19,1504.976742
1,2016-02-20,7208.395364
2,2016-02-20,37074.11645
3,2016-02-20,28317.60493
4,2016-02-20,1756.228552
5,2016-02-20,1489.926975
1,2016-02-21,7424.647225
2,2016-02-21,37444.85761
3,2016-02-21,29167.13308
4,2016-02-21,1808.915408
5,2016-02-21,1534.624784
1,2016-02-22,7647.386642
2,2016-02-22,37070.40904
3,2016-02-22,29458.80441
4,2016-02-22,1827.004562
5,2016-02-22,1565.31728
1,2016-02-23,7723.860508
2,2016-02-23,35216.88859
3,2016-02-23,29753.39246
4,2016-02-23,1863.544654
5,2016-02-23,1612.276798
1,2016-02-24,7337.667483
2,2016-02-24,34864.7197
3,2016-02-24,29455.85853
4,2016-02-24,1770.367421
5,2016-02-24,1676.76787
1,2016-02-25,7631.174182
2,2016-02-25,34516.0725
3,2016-02-25,29750.41712
4,2016-02-25,1805.774769
5,2016-02-25,1693.535549
1,2016-02-26,7707.485924
2,2016-02-26,34170.91178
3,2016-02-26,30940.4338
4,2016-02-26,1751.601526
5,2016-02-26,1642.729482
1,2016-02-27,7630.411065
2,2016-02-27,33487.49354
3,2016-02-27,29702.81645
4,2016-02-27,1786.633557
5,2016-02-27,1675.584072
1,2016-02-28,7401.498733
2,2016-02-28,33822.36848
3,2016-02-28,28217.67563
4,2016-02-28,1750.900886
5,2016-02-28,1658.828231
1,2016-02-29,7179.453771
2,2016-02-29,33484.14479
3,2016-02-29,27935.49887
4,2016-02-29,1820.936921
5,2016-02-29,1625.651667
1,2016-03-01,6892.27562
2,2016-03-01,33818.98624
3,2016-03-01,27656.14388
4,2016-03-01,1875.565029
5,2016-03-01,1658.1647
1,2016-03-02,7030.121132
2,2016-03-02,34157.1761
3,2016-03-02,28209.26676
4,2016-03-02,1856.809379
5,2016-03-02,1724.491288
1,2016-03-03,6959.819921
2,2016-03-03,35181.89139
3,2016-03-03,27362.98876
4,2016-03-03,1875.377472
5,2016-03-03,1810.715852
1,2016-03-04,7099.016319
2,2016-03-04,33422.79682
3,2016-03-04,27636.61864
4,2016-03-04,1800.362373
5,2016-03-04,1865.037328
1,2016-03-05,6815.055667
2,2016-03-05,32085.88494
3,2016-03-05,27360.25246
4,2016-03-05,1818.365997
5,2016-03-05,1920.988448
1,2016-03-06,7087.657893
2,2016-03-06,30481.5907
3,2016-03-06,26539.44488
4,2016-03-06,1836.549657
5,2016-03-06,1863.358794
1,2016-03-07,7016.781314
2,2016-03-07,29567.14298
3,2016-03-07,26008.65599
4,2016-03-07,1799.818664
5,2016-03-07,1826.091618
1,2016-03-08,6876.445688
2,2016-03-08,28088.78583
3,2016-03-08,25228.39631
4,2016-03-08,1781.820477
5,2016-03-08,1807.830702
1,2016-03-09,7220.267972
2,2016-03-09,28650.56154
3,2016-03-09,24976.11234
4,2016-03-09,1764.002273
5,2016-03-09,1862.065623
1,2016-03-10,7075.862613
2,2016-03-10,28077.55031
3,2016-03-10,24726.35122
4,2016-03-10,1852.202386
5,2016-03-10,1806.203655
1,2016-03-11,7288.138491
2,2016-03-11,28919.87682
3,2016-03-11,25962.66878
4,2016-03-11,1926.290482
5,2016-03-11,1860.389764
1,2016-03-12,7142.375721
2,2016-03-12,30365.87066
3,2016-03-12,25703.04209
4,2016-03-12,1849.238862
5,2016-03-12,1823.181969
1,2016-03-13,6928.10445
2,2016-03-13,29454.89454
3,2016-03-13,25960.07251
4,2016-03-13,1867.731251
5,2016-03-13,1786.71833
1,2016-03-14,6858.823405
2,2016-03-14,29160.3456
3,2016-03-14,24921.66961
4,2016-03-14,1849.053938
5,2016-03-14,1715.249596
1,2016-03-15,6721.646937
2,2016-03-15,28285.53523
3,2016-03-15,25669.3197
4,2016-03-15,1867.544478
5,2016-03-15,1783.85958
1,2016-03-16,6519.997529
2,2016-03-16,27719.82453
3,2016-03-16,26439.39929
4,2016-03-16,1830.193588
5,2016-03-16,1837.375368
1,2016-03-17,6324.397603
2,2016-03-17,28274.22102
3,2016-03-17,25646.21731
4,2016-03-17,1811.891652
5,2016-03-17,1874.122875
1,2016-03-18,6134.665675
2,2016-03-18,27143.25218
3,2016-03-18,26415.60383
4,2016-03-18,1793.772736
5,2016-03-18,1836.640417
1,2016-03-19,6073.319018
2,2016-03-19,27414.6847
3,2016-03-19,25887.29176
4,2016-03-19,1847.585918
5,2016-03-19,1781.541205
1,2016-03-20,6134.052209
2,2016-03-20,27688.83154
3,2016-03-20,25110.673
4,2016-03-20,1829.110059
5,2016-03-20,1834.987441
1,2016-03-21,6195.392731
2,2016-03-21,28796.38481
3,2016-03-21,25361.77973
4,2016-03-21,1774.236757
5,2016-03-21,1871.68719
1,2016-03-22,6071.484876
2,2016-03-22,28508.42096
3,2016-03-22,24347.30854
4,2016-03-22,1809.721492
5,2016-03-22,1890.404062
1,2016-03-23,5950.055179
2,2016-03-23,27368.08412
3,2016-03-23,23616.88929
4,2016-03-23,1827.818707
5,2016-03-23,1871.500021
1,2016-03-24,5652.55242
2,2016-03-24,27094.40328
3,2016-03-24,23380.7204
4,2016-03-24,1809.54052
5,2016-03-24,1890.215021
1,2016-03-25,5426.450323
2,2016-03-25,27636.29134
3,2016-03-25,23146.91319
4,2016-03-25,1737.158899
5,2016-03-25,1833.508571
1,2016-03-26,5589.243832
2,2016-03-26,27912.65426
3,2016-03-26,24072.78972
4,2016-03-26,1685.044132
5,2016-03-26,1741.833142
1,2016-03-27,5533.351394
2,2016-03-27,26796.14809
3,2016-03-27,24313.51762
4,2016-03-27,1651.34325
5,2016-03-27,1794.088136
1,2016-03-28,5312.017338
2,2016-03-28,27064.10957
3,2016-03-28,24070.38244
4,2016-03-28,1601.802952
5,2016-03-28,1847.910781
1,2016-03-29,5471.377859
2,2016-03-29,25981.54519
3,2016-03-29,23829.67862
4,2016-03-29,1585.784923
5,2016-03-29,1866.389888
1,2016-03-30,5635.519194
2,2016-03-30,25202.09883
3,2016-03-30,24544.56897
4,2016-03-30,1538.211375
5,2016-03-30,1922.381585
1,2016-03-31,5410.098427
2,2016-03-31,26462.20377
3,2016-03-31,24053.6776
4,2016-03-31,1507.447147
5,2016-03-31,1960.829217
1,2016-04-01,5680.603348
2,2016-04-01,25403.71562
3,2016-04-01,24294.21437
4,2016-04-01,1492.372676
5,2016-04-01,2019.654093
1,2016-04-02,5794.215415
2,2016-04-02,25149.67846
3,2016-04-02,23565.38794
4,2016-04-02,1552.067583
5,2016-04-02,1999.457552
1,2016-04-03,5968.041877
2,2016-04-03,25401.17525
3,2016-04-03,23094.08018
4,2016-04-03,1583.108935
5,2016-04-03,2059.441279
1,2016-04-04,6027.722296
2,2016-04-04,24893.15174
3,2016-04-04,22863.13938
4,2016-04-04,1598.940024
5,2016-04-04,2121.224517
1,2016-04-05,5967.445073
2,2016-04-05,25888.87781
3,2016-04-05,21948.6138
4,2016-04-05,1630.918824
5,2016-04-05,2142.436762
1,2016-04-06,5848.096172
2,2016-04-06,26665.54415
3,2016-04-06,21509.64153
4,2016-04-06,1614.609636
5,2016-04-06,2228.134233
1,2016-04-07,5965.058095
2,2016-04-07,26398.88871
3,2016-04-07,20864.35228
4,2016-04-07,1598.46354
5,2016-04-07,2272.696918
1,2016-04-08,5786.106352
2,2016-04-08,26662.87759
3,2016-04-08,20029.77819
4,2016-04-08,1566.494269
5,2016-04-08,2249.969948
1,2016-04-09,5612.523162
2,2016-04-09,27729.3927
3,2016-04-09,19228.58706
4,2016-04-09,1597.824154
5,2016-04-09,2227.470249
1,2016-04-10,5444.147467
2,2016-04-10,28006.68662
3,2016-04-10,19613.1588
4,2016-04-10,1645.758879
5,2016-04-10,2249.744951
1,2016-04-11,5280.823043
2,2016-04-11,27726.61976
3,2016-04-11,19220.89563
4,2016-04-11,1596.386113
5,2016-04-11,2227.247502
1,2016-04-12,5544.864195
2,2016-04-12,28003.88596
3,2016-04-12,18644.26876
4,2016-04-12,1516.566807
5,2016-04-12,2182.702552
1,2016-04-13,5655.761479
2,2016-04-13,27443.80824
3,2016-04-13,18271.38338
4,2016-04-13,1592.395147
5,2016-04-13,2160.875526
1,2016-04-14,5599.203864
2,2016-04-14,27992.6844
3,2016-04-14,18454.09722
4,2016-04-14,1672.014905
5,2016-04-14,2096.049261
1,2016-04-15,5711.187941
2,2016-04-15,27432.83071
3,2016-04-15,18269.55625
4,2016-04-15,1688.735054
5,2016-04-15,2179.891231
1,2016-04-16,5539.852303
2,2016-04-16,27981.48733
3,2016-04-16,18452.25181
4,2016-04-16,1739.397105
5,2016-04-16,2092.695582
1,2016-04-17,5706.047872
2,2016-04-17,27142.04271
3,2016-04-17,17898.68425
4,2016-04-17,1722.003134
5,2016-04-17,2134.549493
1,2016-04-18,5534.866436
2,2016-04-18,27684.88356
3,2016-04-18,18435.64478
4,2016-04-18,1756.443197
5,2016-04-18,2177.240483
1,2016-04-19,5590.2151
2,2016-04-19,28515.43007
3,2016-04-19,17882.57544
4,2016-04-19,1703.749901
5,2016-04-19,2068.378459
1,2016-04-20,5534.312949
2,2016-04-20,27659.96717
3,2016-04-20,18419.0527
4,2016-04-20,1652.637404
5,2016-04-20,1985.643321
1,2016-04-21,5589.656079
2,2016-04-21,28213.16651
3,2016-04-21,17682.29059
4,2016-04-21,1603.058282
5,2016-04-21,1906.217588
1,2016-04-22,5645.55264
2,2016-04-22,27931.03484
3,2016-04-22,17505.46769
4,2016-04-22,1635.119448
5,2016-04-22,1963.404116
1,2016-04-23,5419.730534
2,2016-04-23,27093.1038
3,2016-04-23,17330.41301
4,2016-04-23,1716.87542
5,2016-04-23,1865.23391
1,2016-04-24,5202.941313
2,2016-04-24,26551.24172
3,2016-04-24,16810.50062
4,2016-04-24,1699.706666
5,2016-04-24,1883.886249
1,2016-04-25,5359.029552
2,2016-04-25,26816.75414
3,2016-04-25,16978.60563
4,2016-04-25,1682.709599
5,2016-04-25,1865.047386
1,2016-04-26,5412.619848
2,2016-04-26,26012.25152
3,2016-04-26,16639.03351
4,2016-04-26,1699.536695
5,2016-04-26,1809.095965
1,2016-04-27,5358.493649
2,2016-04-27,26532.49655
3,2016-04-27,16306.25284
4,2016-04-27,1716.532062
5,2016-04-27,1754.823086
1,2016-04-28,5197.73884
2,2016-04-28,26797.82151
3,2016-04-28,16143.19032
4,2016-04-28,1682.201421
5,2016-04-28,1772.371317
1,2016-04-29,5093.784063
2,2016-04-29,26529.8433
3,2016-04-29,16304.62222
4,2016-04-29,1699.023435
5,2016-04-29,1825.542456
1,2016-04-30,5195.659744
2,2016-04-30,26264.54486
3,2016-04-30,16467.66844
4,2016-04-30,1766.984373
5,2016-04-30,1807.287032
1,2016-05-01,5143.703147
2,2016-05-01,25213.96307
3,2016-05-01,16302.99176
4,2016-05-01,1678.635154
5,2016-05-01,1789.214161
1,2016-05-02,5246.57721
2,2016-05-02,25718.24233
3,2016-05-02,16955.11143
4,2016-05-02,1745.78056
5,2016-05-02,1735.537736
1,2016-05-03,5456.440298
2,2016-05-03,25203.87748
3,2016-05-03,16785.56031
4,2016-05-03,1710.864949
5,2016-05-03,1752.893114
1,2016-05-04,5347.311492
2,2016-05-04,23943.68361
3,2016-05-04,16449.84911
4,2016-05-04,1642.430351
5,2016-05-04,1787.950976
1,2016-05-05,5454.257722
2,2016-05-05,23704.24677
3,2016-05-05,15791.85514
4,2016-05-05,1626.006047
5,2016-05-05,1841.589505
1,2016-05-06,5290.62999
2,2016-05-06,24652.41664
3,2016-05-06,15002.26238
4,2016-05-06,1642.266108
5,2016-05-06,1804.757715
1,2016-05-07,5237.72369
2,2016-05-07,25391.98914
3,2016-05-07,15602.35288
4,2016-05-07,1691.534091
5,2016-05-07,1840.85287
1,2016-05-08,4975.837506
2,2016-05-08,24376.30958
3,2016-05-08,16226.447
4,2016-05-08,1759.195455
5,2016-05-08,1859.261398
1,2016-05-09,5125.112631
2,2016-05-09,23645.02029
3,2016-05-09,16064.18253
4,2016-05-09,1776.787409
5,2016-05-09,1896.446626
1,2016-05-10,5278.86601
2,2016-05-10,23172.11989
3,2016-05-10,16867.39165
4,2016-05-10,1723.483787
5,2016-05-10,1839.553227
1,2016-05-11,5173.28869
2,2016-05-11,23403.84108
3,2016-05-11,17710.76123
4,2016-05-11,1775.188301
5,2016-05-11,1765.971098
1,2016-05-12,5328.48735
2,2016-05-12,22701.72585
3,2016-05-12,17887.86885
4,2016-05-12,1828.44395
5,2016-05-12,1748.311387
1,2016-05-13,5381.772224
2,2016-05-13,23382.77763
3,2016-05-13,17351.23278
4,2016-05-13,1773.590631
5,2016-05-13,1695.862046
1,2016-05-14,5274.136779
2,2016-05-14,24084.26096
3,2016-05-14,17698.25744
4,2016-05-14,1755.854725
5,2016-05-14,1729.779287
1,2016-05-15,5485.102251
2,2016-05-15,23843.41835
3,2016-05-15,18052.22259
4,2016-05-15,1668.061989
5,2016-05-15,1747.07708
1,2016-05-16,5704.506341
2,2016-05-16,23604.98416
3,2016-05-16,18413.26704
4,2016-05-16,1651.381369
5,2016-05-16,1694.664767
1,2016-05-17,5818.596467
2,2016-05-17,23368.93432
3,2016-05-17,18965.66505
4,2016-05-17,1618.353741
5,2016-05-17,1660.771472
1,2016-05-18,5644.038573
2,2016-05-18,23602.62366
3,2016-05-18,19155.3217
4,2016-05-18,1585.986667
5,2016-05-18,1677.379187
1,2016-05-19,5700.478959
2,2016-05-19,23838.6499
3,2016-05-19,18197.55561
4,2016-05-19,1633.566266
5,2016-05-19,1727.700562
1,2016-05-20,5586.46938
2,2016-05-20,24077.0364
3,2016-05-20,18015.58006
4,2016-05-20,1568.223616
5,2016-05-20,1675.869545
1,2016-05-21,5363.010605
2,2016-05-21,24558.57713
3,2016-05-21,17655.26846
4,2016-05-21,1615.270324
5,2016-05-21,1642.352154
1,2016-05-22,5202.120287
2,2016-05-22,25295.33444
3,2016-05-22,17478.71577
4,2016-05-22,1599.117621
5,2016-05-22,1576.658068
1,2016-05-23,5046.056678
2,2016-05-23,25548.28779
3,2016-05-23,17303.92861
4,2016-05-23,1583.126445
5,2016-05-23,1592.424649
1,2016-05-24,4894.674978
2,2016-05-24,24526.35628
3,2016-05-24,17650.00719
4,2016-05-24,1598.957709
5,2016-05-24,1528.727663
1,2016-05-25,4845.728228
2,2016-05-25,25507.41053
3,2016-05-25,18356.00747
4,2016-05-25,1646.926441
5,2016-05-25,1513.440386
1,2016-05-26,4991.100075
2,2016-05-26,26782.78105
3,2016-05-26,18723.12762
4,2016-05-26,1597.518647
5,2016-05-26,1498.305982
1,2016-05-27,5140.833077
2,2016-05-27,25443.642
3,2016-05-27,18535.89635
4,2016-05-27,1565.568274
5,2016-05-27,1453.356803
1,2016-05-28,5192.241408
2,2016-05-28,26206.95126
3,2016-05-28,18906.61427
4,2016-05-28,1612.535323
5,2016-05-28,1380.688963
1,2016-05-29,5244.163822
2,2016-05-29,26469.02077
3,2016-05-29,19473.8127
4,2016-05-29,1660.911382
5,2016-05-29,1449.723411
1,2016-05-30,5191.722184
2,2016-05-30,25939.64036
3,2016-05-30,20058.02708
4,2016-05-30,1627.693155
5,2016-05-30,1435.226177
1,2016-05-31,5087.88774
2,2016-05-31,26199.03676
3,2016-05-31,19857.44681
4,2016-05-31,1546.308497
5,2016-05-31,1406.521653
1,2016-06-01,4833.493353
2,2016-06-01,26985.00786
3,2016-06-01,19460.29788
4,2016-06-01,1592.697752
5,2016-06-01,1448.717303
1,2016-06-02,4640.153619
2,2016-06-02,27254.85794
3,2016-06-02,19654.90086
4,2016-06-02,1608.624729
5,2016-06-02,1405.255784
1,2016-06-03,4593.752083
2,2016-06-03,25892.11504
3,2016-06-03,19458.35185
4,2016-06-03,1560.365987
5,2016-06-03,1334.992995
1,2016-06-04,4731.564645
2,2016-06-04,26151.0362
3,2016-06-04,18874.60129
4,2016-06-04,1575.969647
5,2016-06-04,1361.692854
1,2016-06-05,4778.880292
2,2016-06-05,25628.01547
3,2016-06-05,19063.3473
4,2016-06-05,1639.008433
5,2016-06-05,1348.075926
1,2016-06-06,4587.72508
2,2016-06-06,24859.17501
3,2016-06-06,19825.8812
4,2016-06-06,1606.228265
5,2016-06-06,1361.556685
1,2016-06-07,4771.234083
2,2016-06-07,25107.76676
3,2016-06-07,20222.39882
4,2016-06-07,1590.165982
5,2016-06-07,1307.094418
1,2016-06-08,4866.658765
2,2016-06-08,24354.53375
3,2016-06-08,19615.72686
4,2016-06-08,1542.461002
5,2016-06-08,1241.739697
1,2016-06-09,4817.992177
2,2016-06-09,25085.16977
3,2016-06-09,18634.94051
4,2016-06-09,1511.611782
5,2016-06-09,1254.157094
1,2016-06-10,4673.452412
2,2016-06-10,24332.61467
3,2016-06-10,18448.59111
4,2016-06-10,1556.960136
5,2016-06-10,1229.073952
1,2016-06-11,4813.655984
2,2016-06-11,23602.63623
3,2016-06-11,18633.07702
4,2016-06-11,1572.529737
5,2016-06-11,1216.783212
1,2016-06-12,4861.792544
2,2016-06-12,24310.71532
3,2016-06-12,18260.41548
4,2016-06-12,1588.255035
5,2016-06-12,1277.622373
1,2016-06-13,4910.410469
2,2016-06-13,23581.39386
3,2016-06-13,18625.62379
4,2016-06-13,1667.667786
5,2016-06-13,1290.398597
1,2016-06-14,4713.994051
2,2016-06-14,23109.76598
3,2016-06-14,18439.36755
4,2016-06-14,1717.69782
5,2016-06-14,1342.014541
1,2016-06-15,4808.273932
2,2016-06-15,23803.05896
3,2016-06-15,18623.76123
4,2016-06-15,1666.166885
5,2016-06-15,1368.854832
1,2016-06-16,4664.025714
2,2016-06-16,23565.02837
3,2016-06-16,18065.04839
4,2016-06-16,1599.52021
5,2016-06-16,1355.166283
1,2016-06-17,4477.464685
2,2016-06-17,24743.27979
3,2016-06-17,17523.09694
4,2016-06-17,1519.544199
5,2016-06-17,1341.61462
1,2016-06-18,4567.013979
2,2016-06-18,25485.57819
3,2016-06-18,17873.55888
4,2016-06-18,1489.153315
5,2016-06-18,1355.030767
1,2016-06-19,4658.354258
2,2016-06-19,26505.00131
3,2016-06-19,18052.29446
4,2016-06-19,1444.478716
5,2016-06-19,1287.279228
1,2016-06-20,4425.436546
2,2016-06-20,27300.15135
3,2016-06-20,17330.20269
4,2016-06-20,1415.589142
5,2016-06-20,1325.897605
1,2016-06-21,4558.199642
2,2016-06-21,28665.15892
3,2016-06-21,17156.90066
4,2016-06-21,1486.368599
5,2016-06-21,1339.156581
1,2016-06-22,4421.453653
2,2016-06-22,29238.4621
3,2016-06-22,17500.03867
4,2016-06-22,1530.959657
5,2016-06-22,1392.722844
1,2016-06-23,4465.668189
2,2016-06-23,28946.07748
3,2016-06-23,17150.0379
4,2016-06-23,1485.030867
5,2016-06-23,1406.650073
1,2016-06-24,4242.38478
2,2016-06-24,30103.92058
3,2016-06-24,16978.53752
4,2016-06-24,1470.180558
5,2016-06-24,1378.517071
1,2016-06-25,4284.808627
2,2016-06-25,31007.03819
3,2016-06-25,17148.3229
4,2016-06-25,1514.285975
5,2016-06-25,1323.376389
1,2016-06-26,4199.112455
2,2016-06-26,31317.10858
3,2016-06-26,16976.83967
4,2016-06-26,1499.143115
5,2016-06-26,1389.545208
1,2016-06-27,3989.156832
2,2016-06-27,32256.62183
3,2016-06-27,17655.91325
4,2016-06-27,1424.18596
5,2016-06-27,1347.858852
1,2016-06-28,3869.482127
2,2016-06-28,30643.79074
3,2016-06-28,17832.47239
4,2016-06-28,1466.911538
5,2016-06-28,1280.465909
1,2016-06-29,3792.092485
2,2016-06-29,29724.47702
3,2016-06-29,18545.77128
4,2016-06-29,1452.242423
5,2016-06-29,1229.247273
1,2016-06-30,3830.01341
2,2016-06-30,30021.72179
3,2016-06-30,18731.22899
4,2016-06-30,1466.764847
5,2016-06-30,1278.417164
1,2016-07-01,3906.613678
2,2016-07-01,29721.50457
3,2016-07-01,19480.47815
4,2016-07-01,1452.097199
5,2016-07-01,1240.064649
1,2016-07-02,3750.349131
2,2016-07-02,29424.28953
3,2016-07-02,18701.25903
4,2016-07-02,1408.534283
5,2016-07-02,1264.865942
1,2016-07-03,3787.852622
2,2016-07-03,29718.53242
3,2016-07-03,18327.23385
4,2016-07-03,1352.192911
5,2016-07-03,1252.217282
1,2016-07-04,3939.366727
2,2016-07-04,30610.08839
3,2016-07-04,17777.41683
4,2016-07-04,1365.714841
5,2016-07-04,1214.650764
1,2016-07-05,4057.547729
2,2016-07-05,29691.78574
